aÃ±o,mun,cvegeo,sexo,pob
2016,Ixtenco,29016,Hombres,3524
2017,Ixtenco,29016,Hombres,3560
2018,Ixtenco,29016,Hombres,3596
2016,Mazatecochco de José María Morelos,29017,Hombres,5355
2017,Mazatecochco de José María Morelos,29017,Hombres,5430
2018,Mazatecochco de José María Morelos,29017,Hombres,5503
2016,Contla de Juan Cuamatzi,29018,Hombres,18924
2017,Contla de Juan Cuamatzi,29018,Hombres,19164
2018,Contla de Juan Cuamatzi,29018,Hombres,19400
2016,Tepetitla de Lardizábal,29019,Hombres,10209
2017,Tepetitla de Lardizábal,29019,Hombres,10365
2018,Tepetitla de Lardizábal,29019,Hombres,10517
2016,Sanctórum de Lázaro Cárdenas,29020,Hombres,4640
2017,Sanctórum de Lázaro Cárdenas,29020,Hombres,4702
2018,Sanctórum de Lázaro Cárdenas,29020,Hombres,4763
2016,Nanacamilpa de Mariano Arista,29021,Hombres,8857
2017,Nanacamilpa de Mariano Arista,29021,Hombres,8953
2018,Nanacamilpa de Mariano Arista,29021,Hombres,9049
2016,Acuamanala de Miguel Hidalgo,29022,Hombres,3181
2017,Acuamanala de Miguel Hidalgo,29022,Hombres,3225
2018,Acuamanala de Miguel Hidalgo,29022,Hombres,3268
2016,Natívitas,29023,Hombres,12586
2017,Natívitas,29023,Hombres,12756
2018,Natívitas,29023,Hombres,12924
2016,Panotla,29024,Hombres,13425
2017,Panotla,29024,Hombres,13588
2018,Panotla,29024,Hombres,13748
2016,San Pablo del Monte,29025,Hombres,37793
2017,San Pablo del Monte,29025,Hombres,38331
2018,San Pablo del Monte,29025,Hombres,38874
2016,Santa Cruz Tlaxcala,29026,Hombres,10110
2017,Santa Cruz Tlaxcala,29026,Hombres,10252
2018,Santa Cruz Tlaxcala,29026,Hombres,10388
2016,Tenancingo,29027,Hombres,6342
2017,Tenancingo,29027,Hombres,6416
2018,Tenancingo,29027,Hombres,6488
2016,Teolocholco,29028,Hombres,11710
2017,Teolocholco,29028,Hombres,11884
2018,Teolocholco,29028,Hombres,12055
2016,Tepeyanco,29029,Hombres,6066
2017,Tepeyanco,29029,Hombres,6160
2018,Tepeyanco,29029,Hombres,6251
2016,Terrenate,29030,Hombres,7455
2017,Terrenate,29030,Hombres,7548
2018,Terrenate,29030,Hombres,7642
2016,Tetla de la Solidaridad,29031,Hombres,16014
2017,Tetla de la Solidaridad,29031,Hombres,16254
2018,Tetla de la Solidaridad,29031,Hombres,16487
2016,Tetlatlahuca,29032,Hombres,6587
2017,Tetlatlahuca,29032,Hombres,6666
2018,Tetlatlahuca,29032,Hombres,6745
2016,Tlaxcala,29033,Hombres,46957
2017,Tlaxcala,29033,Hombres,47549
2018,Tlaxcala,29033,Hombres,48126
2016,Tlaxco,29034,Hombres,21626
2017,Tlaxco,29034,Hombres,21917
2018,Tlaxco,29034,Hombres,22205
2016,Tocatlán,29035,Hombres,3078
2017,Tocatlán,29035,Hombres,3120
2018,Tocatlán,29035,Hombres,3162
2016,Totolac,29036,Hombres,10763
2017,Totolac,29036,Hombres,10890
2018,Totolac,29036,Hombres,11015
2016,Ziltlaltépec de Trinidad Sánchez Santos,29037,Hombres,4126
2017,Ziltlaltépec de Trinidad Sánchez Santos,29037,Hombres,4165
2018,Ziltlaltépec de Trinidad Sánchez Santos,29037,Hombres,4206
2016,Tzompantepec,29038,Hombres,8031
2017,Tzompantepec,29038,Hombres,8152
2018,Tzompantepec,29038,Hombres,8271
2016,Xaloztoc,29039,Hombres,11979
2017,Xaloztoc,29039,Hombres,12131
2018,Xaloztoc,29039,Hombres,12282
2016,Xaltocan,29040,Hombres,5256
2017,Xaltocan,29040,Hombres,5322
2018,Xaltocan,29040,Hombres,5386
2016,Papalotla de Xicohténcatl,29041,Hombres,14396
2017,Papalotla de Xicohténcatl,29041,Hombres,14586
2018,Papalotla de Xicohténcatl,29041,Hombres,14773
2016,Xicohtzinco,29042,Hombres,6643
2017,Xicohtzinco,29042,Hombres,6731
2018,Xicohtzinco,29042,Hombres,6815
2016,Yauhquemehcan,29043,Hombres,18431
2017,Yauhquemehcan,29043,Hombres,18722
2018,Yauhquemehcan,29043,Hombres,19001
2016,Zacatelco,29044,Hombres,20525
2017,Zacatelco,29044,Hombres,20796
2018,Zacatelco,29044,Hombres,21063
2016,Benito Juárez,29045,Hombres,3062
2017,Benito Juárez,29045,Hombres,3105
2018,Benito Juárez,29045,Hombres,3149
2016,Emiliano Zapata,29046,Hombres,2188
2017,Emiliano Zapata,29046,Hombres,2217
2018,Emiliano Zapata,29046,Hombres,2247
2016,Lázaro Cárdenas,29047,Hombres,1483
2017,Lázaro Cárdenas,29047,Hombres,1503
2018,Lázaro Cárdenas,29047,Hombres,1523
2016,La Magdalena Tlaltelulco,29048,Hombres,9000
2017,La Magdalena Tlaltelulco,29048,Hombres,9131
2018,La Magdalena Tlaltelulco,29048,Hombres,9262
2016,San Damián Texóloc,29049,Hombres,2806
2017,San Damián Texóloc,29049,Hombres,2837
2018,San Damián Texóloc,29049,Hombres,2866
2016,San Francisco Tetlanohcan,29050,Hombres,5064
2017,San Francisco Tetlanohcan,29050,Hombres,5117
2018,San Francisco Tetlanohcan,29050,Hombres,5171
2016,San Jerónimo Zacualpan,29051,Hombres,1951
2017,San Jerónimo Zacualpan,29051,Hombres,1980
2018,San Jerónimo Zacualpan,29051,Hombres,2008
2016,San José Teacalco,29052,Hombres,3018
2017,San José Teacalco,29052,Hombres,3054
2018,San José Teacalco,29052,Hombres,3090
2016,San Juan Huactzinco,29053,Hombres,3515
2017,San Juan Huactzinco,29053,Hombres,3562
2018,San Juan Huactzinco,29053,Hombres,3610
2016,San Lorenzo Axocomanitla,29054,Hombres,2622
2017,San Lorenzo Axocomanitla,29054,Hombres,2654
2018,San Lorenzo Axocomanitla,29054,Hombres,2685
2016,San Lucas Tecopilco,29055,Hombres,1483
2017,San Lucas Tecopilco,29055,Hombres,1501
2018,San Lucas Tecopilco,29055,Hombres,1520
2016,Santa Ana Nopalucan,29056,Hombres,3762
2017,Santa Ana Nopalucan,29056,Hombres,3811
2018,Santa Ana Nopalucan,29056,Hombres,3857
2016,Santa Apolonia Teacalco,29057,Hombres,2296
2017,Santa Apolonia Teacalco,29057,Hombres,2331
2018,Santa Apolonia Teacalco,29057,Hombres,2364
2016,Santa Catarina Ayometla,29058,Hombres,4261
2017,Santa Catarina Ayometla,29058,Hombres,4317
2018,Santa Catarina Ayometla,29058,Hombres,4371
2016,Santa Cruz Quilehtla,29059,Hombres,3546
2017,Santa Cruz Quilehtla,29059,Hombres,3598
2018,Santa Cruz Quilehtla,29059,Hombres,3649
2016,Santa Isabel Xiloxoxtla,29060,Hombres,2331
2017,Santa Isabel Xiloxoxtla,29060,Hombres,2361
2018,Santa Isabel Xiloxoxtla,29060,Hombres,2391
2016,Acajete,30001,Hombres,4400
2017,Acajete,30001,Hombres,4431
2018,Acajete,30001,Hombres,4461
2016,Acatlán,30002,Hombres,1595
2017,Acatlán,30002,Hombres,1607
2018,Acatlán,30002,Hombres,1620
2016,Acayucan,30003,Hombres,42522
2017,Acayucan,30003,Hombres,42825
2018,Acayucan,30003,Hombres,43123
2016,Actopan,30004,Hombres,21267
2017,Actopan,30004,Hombres,21348
2018,Actopan,30004,Hombres,21418
2016,Acula,30005,Hombres,2671
2017,Acula,30005,Hombres,2679
2018,Acula,30005,Hombres,2686
2016,Acultzingo,30006,Hombres,11072
2017,Acultzingo,30006,Hombres,11175
2018,Acultzingo,30006,Hombres,11278
2016,Camarón de Tejeda,30007,Hombres,3295
2017,Camarón de Tejeda,30007,Hombres,3311
2018,Camarón de Tejeda,30007,Hombres,3325
2016,Alpatláhuac,30008,Hombres,5040
2017,Alpatláhuac,30008,Hombres,5076
2018,Alpatláhuac,30008,Hombres,5114
2016,Alto Lucero de Gutiérrez Barrios,30009,Hombres,14833
2017,Alto Lucero de Gutiérrez Barrios,30009,Hombres,14884
2018,Alto Lucero de Gutiérrez Barrios,30009,Hombres,14929
2016,Altotonga,30010,Hombres,30293
2017,Altotonga,30010,Hombres,30533
2018,Altotonga,30010,Hombres,30788
2016,Alvarado,30011,Hombres,26787
2017,Alvarado,30011,Hombres,26900
2018,Alvarado,30011,Hombres,27005
2016,Amatitlán,30012,Hombres,3767
2017,Amatitlán,30012,Hombres,3776
2018,Amatitlán,30012,Hombres,3784
2016,Naranjos Amatlán,30013,Hombres,13650
2017,Naranjos Amatlán,30013,Hombres,13715
2018,Naranjos Amatlán,30013,Hombres,13779
2016,Amatlán de los Reyes,30014,Hombres,22242
2017,Amatlán de los Reyes,30014,Hombres,22403
2018,Amatlán de los Reyes,30014,Hombres,22553
2016,Angel R. Cabada,30015,Hombres,16591
2017,Angel R. Cabada,30015,Hombres,16638
2018,Angel R. Cabada,30015,Hombres,16686
2016,La Antigua,30016,Hombres,12531
2017,La Antigua,30016,Hombres,12579
2018,La Antigua,30016,Hombres,12630
2016,Apazapan,30017,Hombres,2161
2017,Apazapan,30017,Hombres,2173
2018,Apazapan,30017,Hombres,2182
2016,Aquila,30018,Hombres,938
2017,Aquila,30018,Hombres,947
2018,Aquila,30018,Hombres,955
2016,Astacinga,30019,Hombres,3173
2017,Astacinga,30019,Hombres,3218
2018,Astacinga,30019,Hombres,3262
2016,Atlahuilco,30020,Hombres,5001
2017,Atlahuilco,30020,Hombres,5053
2018,Atlahuilco,30020,Hombres,5107
2016,Atoyac,30021,Hombres,11802
2017,Atoyac,30021,Hombres,11876
2018,Atoyac,30021,Hombres,11945
2016,Atzacan,30022,Hombres,10576
2017,Atzacan,30022,Hombres,10669
2018,Atzacan,30022,Hombres,10762
2016,Atzalan,30023,Hombres,25797
2017,Atzalan,30023,Hombres,25981
2018,Atzalan,30023,Hombres,26162
2016,Tlaltetela,30024,Hombres,7730
2017,Tlaltetela,30024,Hombres,7787
2018,Tlaltetela,30024,Hombres,7845
2016,Ayahualulco,30025,Hombres,13243
2017,Ayahualulco,30025,Hombres,13341
2018,Ayahualulco,30025,Hombres,13445
2016,Banderilla,30026,Hombres,11034
2017,Banderilla,30026,Hombres,11144
2018,Banderilla,30026,Hombres,11250
2016,Benito Juárez,30027,Hombres,8199
2017,Benito Juárez,30027,Hombres,8225
2018,Benito Juárez,30027,Hombres,8257
2016,Boca del Río,30028,Hombres,65521
2017,Boca del Río,30028,Hombres,65733
2018,Boca del Río,30028,Hombres,65954
2016,Calcahualco,30029,Hombres,6459
2017,Calcahualco,30029,Hombres,6499
2018,Calcahualco,30029,Hombres,6546
2016,Camerino Z. Mendoza,30030,Hombres,20933
2017,Camerino Z. Mendoza,30030,Hombres,21082
2018,Camerino Z. Mendoza,30030,Hombres,21227
2016,Carrillo Puerto,30031,Hombres,8798
2017,Carrillo Puerto,30031,Hombres,8885
2018,Carrillo Puerto,30031,Hombres,8967
2016,Catemaco,30032,Hombres,24466
2017,Catemaco,30032,Hombres,24632
2018,Catemaco,30032,Hombres,24801
2016,Cazones de Herrera,30033,Hombres,11646
2017,Cazones de Herrera,30033,Hombres,11701
2018,Cazones de Herrera,30033,Hombres,11761
2016,Cerro Azul,30034,Hombres,12656
2017,Cerro Azul,30034,Hombres,12701
2018,Cerro Azul,30034,Hombres,12745
2016,Citlaltépetl,30035,Hombres,5408
2017,Citlaltépetl,30035,Hombres,5417
2018,Citlaltépetl,30035,Hombres,5430
2016,Coacoatzintla,30036,Hombres,5017
2017,Coacoatzintla,30036,Hombres,5070
2018,Coacoatzintla,30036,Hombres,5121
2016,Coahuitlán,30037,Hombres,4076
2017,Coahuitlán,30037,Hombres,4107
2018,Coahuitlán,30037,Hombres,4138
2016,Coatepec,30038,Hombres,44357
2017,Coatepec,30038,Hombres,44648
2018,Coatepec,30038,Hombres,44923
2016,Coatzacoalcos,30039,Hombres,160048
2017,Coatzacoalcos,30039,Hombres,161346
2018,Coatzacoalcos,30039,Hombres,162556
2016,Coatzintla,30040,Hombres,25475
2017,Coatzintla,30040,Hombres,25684
2018,Coatzintla,30040,Hombres,25880
2016,Coetzala,30041,Hombres,1114
2017,Coetzala,30041,Hombres,1122
2018,Coetzala,30041,Hombres,1130
2016,Colipa,30042,Hombres,2789
2017,Colipa,30042,Hombres,2794
2018,Colipa,30042,Hombres,2800
2016,Comapa,30043,Hombres,10329
2017,Comapa,30043,Hombres,10413
2018,Comapa,30043,Hombres,10494
2016,Córdoba,30044,Hombres,97278
2017,Córdoba,30044,Hombres,97991
2018,Córdoba,30044,Hombres,98684
2016,Cosamaloapan de Carpio,30045,Hombres,28898
2017,Cosamaloapan de Carpio,30045,Hombres,29026
2018,Cosamaloapan de Carpio,30045,Hombres,29146
2016,Cosautlán de Carvajal,30046,Hombres,8185
2017,Cosautlán de Carvajal,30046,Hombres,8240
2018,Cosautlán de Carvajal,30046,Hombres,8295
2016,Coscomatepec,30047,Hombres,27230
2017,Coscomatepec,30047,Hombres,27491
2018,Coscomatepec,30047,Hombres,27759
2016,Cosoleacaque,30048,Hombres,62588
2017,Cosoleacaque,30048,Hombres,63203
2018,Cosoleacaque,30048,Hombres,63780
2016,Cotaxtla,30049,Hombres,10253
2017,Cotaxtla,30049,Hombres,10308
2018,Cotaxtla,30049,Hombres,10362
2016,Coxquihui,30050,Hombres,7744
2017,Coxquihui,30050,Hombres,7778
2018,Coxquihui,30050,Hombres,7816
2016,Coyutla,30051,Hombres,10974
2017,Coyutla,30051,Hombres,11043
2018,Coyutla,30051,Hombres,11114
2016,Cuichapa,30052,Hombres,5900
2017,Cuichapa,30052,Hombres,5944
2018,Cuichapa,30052,Hombres,5985
2016,Cuitláhuac,30053,Hombres,13739
2017,Cuitláhuac,30053,Hombres,13870
2018,Cuitláhuac,30053,Hombres,13992
2016,Chacaltianguis,30054,Hombres,5806
2017,Chacaltianguis,30054,Hombres,5817
2018,Chacaltianguis,30054,Hombres,5828
2016,Chalma,30055,Hombres,6143
2017,Chalma,30055,Hombres,6147
2018,Chalma,30055,Hombres,6155
2016,Chiconamel,30056,Hombres,3222
2017,Chiconamel,30056,Hombres,3227
2018,Chiconamel,30056,Hombres,3236
2016,Chiconquiaco,30057,Hombres,6802
2017,Chiconquiaco,30057,Hombres,6850
2018,Chiconquiaco,30057,Hombres,6900
2016,Chicontepec,30058,Hombres,26755
2017,Chicontepec,30058,Hombres,26786
2018,Chicontepec,30058,Hombres,26827
2016,Chinameca,30059,Hombres,7935
2017,Chinameca,30059,Hombres,7993
2018,Chinameca,30059,Hombres,8047
2016,Chinampa de Gorostiza,30060,Hombres,7884
2017,Chinampa de Gorostiza,30060,Hombres,7931
2018,Chinampa de Gorostiza,30060,Hombres,7979
2016,Las Choapas,30061,Hombres,41012
2017,Las Choapas,30061,Hombres,41367
2018,Las Choapas,30061,Hombres,41717
2016,Chocamán,30062,Hombres,9977
2017,Chocamán,30062,Hombres,10068
2018,Chocamán,30062,Hombres,10156
2016,Chontla,30063,Hombres,7369
2017,Chontla,30063,Hombres,7378
2018,Chontla,30063,Hombres,7390
2016,Chumatlán,30064,Hombres,2072
2017,Chumatlán,30064,Hombres,2091
2018,Chumatlán,30064,Hombres,2109
2016,Emiliano Zapata,30065,Hombres,34442
2017,Emiliano Zapata,30065,Hombres,34800
2018,Emiliano Zapata,30065,Hombres,35117
2016,Espinal,30066,Hombres,12767
2017,Espinal,30066,Hombres,12835
2018,Espinal,30066,Hombres,12907
2016,Filomeno Mata,30067,Hombres,8574
2017,Filomeno Mata,30067,Hombres,8652
2018,Filomeno Mata,30067,Hombres,8736
2016,Fortín,30068,Hombres,30738
2017,Fortín,30068,Hombres,31003
2018,Fortín,30068,Hombres,31252
2016,Gutiérrez Zamora,30069,Hombres,11615
2017,Gutiérrez Zamora,30069,Hombres,11644
2018,Gutiérrez Zamora,30069,Hombres,11676
2016,Hidalgotitlán,30070,Hombres,9693
2017,Hidalgotitlán,30070,Hombres,9757
2018,Hidalgotitlán,30070,Hombres,9821
2016,Huatusco,30071,Hombres,28505
2017,Huatusco,30071,Hombres,28787
2018,Huatusco,30071,Hombres,29062
2016,Huayacocotla,30072,Hombres,10509
2017,Huayacocotla,30072,Hombres,10583
2018,Huayacocotla,30072,Hombres,10660
2016,Hueyapan de Ocampo,30073,Hombres,21586
2017,Hueyapan de Ocampo,30073,Hombres,21730
2018,Hueyapan de Ocampo,30073,Hombres,21871
2016,Huiloapan de Cuauhtémoc,30074,Hombres,3467
2017,Huiloapan de Cuauhtémoc,30074,Hombres,3492
2018,Huiloapan de Cuauhtémoc,30074,Hombres,3516
2016,Ignacio de la Llave,30075,Hombres,8271
2017,Ignacio de la Llave,30075,Hombres,8279
2018,Ignacio de la Llave,30075,Hombres,8290
2016,Ilamatlán,30076,Hombres,6464
2017,Ilamatlán,30076,Hombres,6494
2018,Ilamatlán,30076,Hombres,6530
2016,Isla,30077,Hombres,22064
2017,Isla,30077,Hombres,22243
2018,Isla,30077,Hombres,22415
2016,Ixcatepec,30078,Hombres,6397
2017,Ixcatepec,30078,Hombres,6409
2018,Ixcatepec,30078,Hombres,6423
2016,Ixhuacán de los Reyes,30079,Hombres,5711
2017,Ixhuacán de los Reyes,30079,Hombres,5754
2018,Ixhuacán de los Reyes,30079,Hombres,5797
2016,Ixhuatlán del Café,30080,Hombres,11267
2017,Ixhuatlán del Café,30080,Hombres,11360
2018,Ixhuatlán del Café,30080,Hombres,11452
2016,Ixhuatlancillo,30081,Hombres,12050
2017,Ixhuatlancillo,30081,Hombres,12232
2018,Ixhuatlancillo,30081,Hombres,12397
2016,Ixhuatlán del Sureste,30082,Hombres,7846
2017,Ixhuatlán del Sureste,30082,Hombres,7906
2018,Ixhuatlán del Sureste,30082,Hombres,7964
2016,Ixhuatlán de Madero,30083,Hombres,24744
2017,Ixhuatlán de Madero,30083,Hombres,24822
2018,Ixhuatlán de Madero,30083,Hombres,24911
2016,Ixmatlahuacan,30084,Hombres,2884
2017,Ixmatlahuacan,30084,Hombres,2887
2018,Ixmatlahuacan,30084,Hombres,2891
2016,Ixtaczoquitlán,30085,Hombres,33577
2017,Ixtaczoquitlán,30085,Hombres,33837
2018,Ixtaczoquitlán,30085,Hombres,34090
2016,Jalacingo,30086,Hombres,20998
2017,Jalacingo,30086,Hombres,21184
2018,Jalacingo,30086,Hombres,21378
2016,Xalapa,30087,Hombres,233213
2017,Xalapa,30087,Hombres,235360
2018,Xalapa,30087,Hombres,237367
2016,Jalcomulco,30088,Hombres,2551
2017,Jalcomulco,30088,Hombres,2558
2018,Jalcomulco,30088,Hombres,2564
2016,Jáltipan,30089,Hombres,20037
2017,Jáltipan,30089,Hombres,20166
2018,Jáltipan,30089,Hombres,20289
2016,Jamapa,30090,Hombres,5329
2017,Jamapa,30090,Hombres,5357
2018,Jamapa,30090,Hombres,5384
2016,Jesús Carranza,30091,Hombres,14457
2017,Jesús Carranza,30091,Hombres,14575
2018,Jesús Carranza,30091,Hombres,14689
2016,Xico,30092,Hombres,18358
2017,Xico,30092,Hombres,18495
2018,Xico,30092,Hombres,18631
2016,Jilotepec,30093,Hombres,8021
2017,Jilotepec,30093,Hombres,8086
2018,Jilotepec,30093,Hombres,8147
2016,Juan Rodríguez Clara,30094,Hombres,19487
2017,Juan Rodríguez Clara,30094,Hombres,19606
2018,Juan Rodríguez Clara,30094,Hombres,19719
2016,Juchique de Ferrer,30095,Hombres,8170
2017,Juchique de Ferrer,30095,Hombres,8190
2018,Juchique de Ferrer,30095,Hombres,8214
2016,Landero y Coss,30096,Hombres,752
2017,Landero y Coss,30096,Hombres,753
2018,Landero y Coss,30096,Hombres,753
2016,Lerdo de Tejada,30097,Hombres,10002
2017,Lerdo de Tejada,30097,Hombres,10043
2018,Lerdo de Tejada,30097,Hombres,10079
2016,Magdalena,30098,Hombres,1528
2017,Magdalena,30098,Hombres,1542
2018,Magdalena,30098,Hombres,1557
2016,Maltrata,30099,Hombres,8905
2017,Maltrata,30099,Hombres,9000
2018,Maltrata,30099,Hombres,9092
2016,Manlio Fabio Altamirano,30100,Hombres,11956
2017,Manlio Fabio Altamirano,30100,Hombres,12024
2018,Manlio Fabio Altamirano,30100,Hombres,12085
2016,Mariano Escobedo,30101,Hombres,17579
2017,Mariano Escobedo,30101,Hombres,17762
2018,Mariano Escobedo,30101,Hombres,17943
2016,Martínez de la Torre,30102,Hombres,50524
2017,Martínez de la Torre,30102,Hombres,50840
2018,Martínez de la Torre,30102,Hombres,51160
2016,Mecatlán,30103,Hombres,5902
2017,Mecatlán,30103,Hombres,5938
2018,Mecatlán,30103,Hombres,5979
2016,Mecayapan,30104,Hombres,9991
2017,Mecayapan,30104,Hombres,10139
2018,Mecayapan,30104,Hombres,10276
2016,Medellín,30105,Hombres,36159
2017,Medellín,30105,Hombres,36806
2018,Medellín,30105,Hombres,37362
2016,Miahuatlán,30106,Hombres,2282
2017,Miahuatlán,30106,Hombres,2300
2018,Miahuatlán,30106,Hombres,2318
2016,Las Minas,30107,Hombres,1476
2017,Las Minas,30107,Hombres,1483
2018,Las Minas,30107,Hombres,1491
2016,Minatitlán,30108,Hombres,79882
2017,Minatitlán,30108,Hombres,80342
2018,Minatitlán,30108,Hombres,80791
2016,Misantla,30109,Hombres,32118
2017,Misantla,30109,Hombres,32280
2018,Misantla,30109,Hombres,32440
2016,Mixtla de Altamirano,30110,Hombres,5390
2017,Mixtla de Altamirano,30110,Hombres,5427
2018,Mixtla de Altamirano,30110,Hombres,5468
2016,Moloacán,30111,Hombres,8169
2017,Moloacán,30111,Hombres,8219
2018,Moloacán,30111,Hombres,8270
2016,Naolinco,30112,Hombres,10459
2017,Naolinco,30112,Hombres,10529
2018,Naolinco,30112,Hombres,10597
2016,Naranjal,30113,Hombres,2231
2017,Naranjal,30113,Hombres,2247
2018,Naranjal,30113,Hombres,2264
2016,Nautla,30114,Hombres,4894
2017,Nautla,30114,Hombres,4898
2018,Nautla,30114,Hombres,4905
2016,Nogales,30115,Hombres,17713
2017,Nogales,30115,Hombres,17837
2018,Nogales,30115,Hombres,17956
2016,Oluta,30116,Hombres,7621
2017,Oluta,30116,Hombres,7683
2018,Oluta,30116,Hombres,7742
2016,Omealca,30117,Hombres,11384
2017,Omealca,30117,Hombres,11456
2018,Omealca,30117,Hombres,11528
2016,Orizaba,30118,Hombres,57881
2017,Orizaba,30118,Hombres,58139
2018,Orizaba,30118,Hombres,58389
2016,Otatitlán,30119,Hombres,2472
2017,Otatitlán,30119,Hombres,2476
2018,Otatitlán,30119,Hombres,2481
2016,Oteapan,30120,Hombres,8181
2017,Oteapan,30120,Hombres,8273
2018,Oteapan,30120,Hombres,8358
2016,Ozuluama de Mascareñas,30121,Hombres,11944
2017,Ozuluama de Mascareñas,30121,Hombres,11947
2018,Ozuluama de Mascareñas,30121,Hombres,11953
2016,Pajapan,30122,Hombres,8561
2017,Pajapan,30122,Hombres,8639
2018,Pajapan,30122,Hombres,8715
2016,Pánuco,30123,Hombres,50731
2017,Pánuco,30123,Hombres,50987
2018,Pánuco,30123,Hombres,51235
2016,Papantla,30124,Hombres,80330
2017,Papantla,30124,Hombres,80733
2018,Papantla,30124,Hombres,81134
2016,Paso del Macho,30125,Hombres,15211
2017,Paso del Macho,30125,Hombres,15309
2018,Paso del Macho,30125,Hombres,15405
2016,Paso de Ovejas,30126,Hombres,17272
2017,Paso de Ovejas,30126,Hombres,17355
2018,Paso de Ovejas,30126,Hombres,17429
2016,La Perla,30127,Hombres,12762
2017,La Perla,30127,Hombres,12931
2018,La Perla,30127,Hombres,13101
2016,Perote,30128,Hombres,37592
2017,Perote,30128,Hombres,37928
2018,Perote,30128,Hombres,38252
2016,Platón Sánchez,30129,Hombres,8850
2017,Platón Sánchez,30129,Hombres,8867
2018,Platón Sánchez,30129,Hombres,8887
2016,Playa Vicente,30130,Hombres,20833
2017,Playa Vicente,30130,Hombres,20973
2018,Playa Vicente,30130,Hombres,21112
2016,Poza Rica de Hidalgo,30131,Hombres,96857
2017,Poza Rica de Hidalgo,30131,Hombres,97467
2018,Poza Rica de Hidalgo,30131,Hombres,98043
2016,Las Vigas de Ramírez,30132,Hombres,9833
2017,Las Vigas de Ramírez,30132,Hombres,9939
2018,Las Vigas de Ramírez,30132,Hombres,10041
2016,Pueblo Viejo,30133,Hombres,28749
2017,Pueblo Viejo,30133,Hombres,28902
2018,Pueblo Viejo,30133,Hombres,29057
2016,Puente Nacional,30134,Hombres,11244
2017,Puente Nacional,30134,Hombres,11304
2018,Puente Nacional,30134,Hombres,11359
2016,Rafael Delgado,30135,Hombres,10933
2017,Rafael Delgado,30135,Hombres,11053
2018,Rafael Delgado,30135,Hombres,11170
2016,Rafael Lucio,30136,Hombres,3773
2017,Rafael Lucio,30136,Hombres,3816
2018,Rafael Lucio,30136,Hombres,3857
2016,Los Reyes,30137,Hombres,2905
2017,Los Reyes,30137,Hombres,2934
2018,Los Reyes,30137,Hombres,2964
2016,Río Blanco,30138,Hombres,19571
2017,Río Blanco,30138,Hombres,19654
2018,Río Blanco,30138,Hombres,19738
2016,Saltabarranca,30139,Hombres,2939
2017,Saltabarranca,30139,Hombres,2946
2018,Saltabarranca,30139,Hombres,2954
2016,San Andrés Tenejapan,30140,Hombres,1419
2017,San Andrés Tenejapan,30140,Hombres,1436
2018,San Andrés Tenejapan,30140,Hombres,1452
2016,San Andrés Tuxtla,30141,Hombres,79978
2017,San Andrés Tuxtla,30141,Hombres,80581
2018,San Andrés Tuxtla,30141,Hombres,81179
2016,San Juan Evangelista,30142,Hombres,17539
2017,San Juan Evangelista,30142,Hombres,17657
2018,San Juan Evangelista,30142,Hombres,17772
2016,Santiago Tuxtla,30143,Hombres,28050
2017,Santiago Tuxtla,30143,Hombres,28195
2018,Santiago Tuxtla,30143,Hombres,28342
2016,Sayula de Alemán,30144,Hombres,16826
2017,Sayula de Alemán,30144,Hombres,16961
2018,Sayula de Alemán,30144,Hombres,17092
2016,Soconusco,30145,Hombres,7807
2017,Soconusco,30145,Hombres,7890
2018,Soconusco,30145,Hombres,7966
2016,Sochiapa,30146,Hombres,1867
2017,Sochiapa,30146,Hombres,1882
2018,Sochiapa,30146,Hombres,1897
2016,Soledad Atzompa,30147,Hombres,11134
2017,Soledad Atzompa,30147,Hombres,11243
2018,Soledad Atzompa,30147,Hombres,11355
2016,Soledad de Doblado,30148,Hombres,13658
2017,Soledad de Doblado,30148,Hombres,13711
2018,Soledad de Doblado,30148,Hombres,13765
2016,Soteapan,30149,Hombres,17623
2017,Soteapan,30149,Hombres,17836
2018,Soteapan,30149,Hombres,18045
2016,Tamalín,30150,Hombres,5663
2017,Tamalín,30150,Hombres,5680
2018,Tamalín,30150,Hombres,5698
2016,Tamiahua,30151,Hombres,11705
2017,Tamiahua,30151,Hombres,11695
2018,Tamiahua,30151,Hombres,11690
2016,Tampico Alto,30152,Hombres,6362
2017,Tampico Alto,30152,Hombres,6360
2018,Tampico Alto,30152,Hombres,6358
2016,Tancoco,30153,Hombres,2889
2017,Tancoco,30153,Hombres,2892
2018,Tancoco,30153,Hombres,2897
2016,Tantima,30154,Hombres,6336
2017,Tantima,30154,Hombres,6328
2018,Tantima,30154,Hombres,6324
2016,Tantoyuca,30155,Hombres,51285
2017,Tantoyuca,30155,Hombres,51486
2018,Tantoyuca,30155,Hombres,51715
2016,Tatatila,30156,Hombres,2956
2017,Tatatila,30156,Hombres,2968
2018,Tatatila,30156,Hombres,2982
2016,Castillo de Teayo,30157,Hombres,9510
2017,Castillo de Teayo,30157,Hombres,9537
2018,Castillo de Teayo,30157,Hombres,9565
2016,Tecolutla,30158,Hombres,12742
2017,Tecolutla,30158,Hombres,12788
2018,Tecolutla,30158,Hombres,12835
2016,Tehuipango,30159,Hombres,12188
2017,Tehuipango,30159,Hombres,12326
2018,Tehuipango,30159,Hombres,12468
